"Name","Pokemon","Move Set","Win Rate","Pick Rate","Role","Move 1","Move 2","Battle Item","Pick Rate","Win Rate"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","48.37","7.41","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/X Speed.png","23.54","47.38"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","48.37","7.41","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/X Attack.png","20.6","49.69"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Psyshock","53.65","5.96","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Psyshock.png","Battle_Items/X Speed.png","41.66","53.98"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Psyshock","53.65","5.96","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Psyshock.png","Battle_Items/Potion.png","21.56","51.94"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Psyshock","53.65","5.96","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Psyshock.png","Battle_Items/Full Heal.png","20.29","55.92"
"Armarouge","Pokemon/Armarouge.png","Armor Cannon/Psyshock","51.36","1.26","Attacker","Moves/Armarouge - Armor Cannon.png","Moves/Armarouge - Psyshock.png","Battle_Items/Eject Button.png","52.58","53.19"
"Armarouge","Pokemon/Armarouge.png","Armor Cannon/Psyshock","51.36","1.26","Attacker","Moves/Armarouge - Armor Cannon.png","Moves/Armarouge - Psyshock.png","Battle_Items/X Speed.png","35.91","49.85"
"Armarouge","Pokemon/Armarouge.png","Armor Cannon/Psyshock","51.36","1.26","Attacker","Moves/Armarouge - Armor Cannon.png","Moves/Armarouge - Psyshock.png","Battle_Items/Potion.png","4.1","40.26"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Flame Charge","46.97","1.11","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Flame Charge.png","Battle_Items/X Speed.png","43.27","48.46"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Flame Charge","46.97","1.11","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Flame Charge.png","Battle_Items/Potion.png","22.85","45.89"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Flame Charge","46.97","1.11","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Flame Charge.png","Battle_Items/Eject Button.png","18.24","45.85"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Whirlpool","45.95","0.33","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Speed.png","34.01","40.48"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Whirlpool","45.95","0.33","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Attack.png","27.94","52.17"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Whirlpool","45.95","0.33","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Whirlpool.png","Battle_Items/Potion.png","24.49","49.59"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Aqua Tail","41.96","0.31","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/X Speed.png","38.48","36.72"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Aqua Tail","41.96","0.31","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/Potion.png","28.26","43.85"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Aqua Tail","41.96","0.31","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/X Attack.png","13.26","50.82"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Whirlpool","47.45","5.03","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Speed.png","48.49","46.82"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Whirlpool","47.45","5.03","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Attack.png","19.15","50.63"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Whirlpool","47.45","5.03","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Whirlpool.png","Battle_Items/Potion.png","17.67","46.26"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Aqua Tail","49.81","2.46","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/X Speed.png","74.47","50.94"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Aqua Tail","49.81","2.46","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/X Attack.png","7.4","44.65"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Aqua Tail","49.81","2.46","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/Eject Button.png","6.12","44.64"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Surf","49.25","17.68","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Surf.png","Battle_Items/Eject Button.png","63.75","50.3"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Surf","49.25","17.68","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Surf.png","Battle_Items/Potion.png","17.91","47.81"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Surf","49.25","17.68","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Surf.png","Battle_Items/X Speed.png","14.67","47.64"
"Blastoise","Pokemon/Blastoise.png","Water Spout/Rapid Spin","49.73","4.42","Defender","Moves/Blastoise - Water Spout.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Eject Button.png","71.36","50.35"
"Blastoise","Pokemon/Blastoise.png","Water Spout/Rapid Spin","49.73","4.42","Defender","Moves/Blastoise - Water Spout.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/X Speed.png","14.57","48.7"
"Blastoise","Pokemon/Blastoise.png","Water Spout/Rapid Spin","49.73","4.42","Defender","Moves/Blastoise - Water Spout.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Potion.png","10.71","47.66"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.9","2.12","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Eject Button.png","74.15","53.71"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.9","2.12","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/X Speed.png","12.33","48.21"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.9","2.12","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Potion.png","11.54","46.03"
"Blaziken","Pokemon/Blaziken.png","All","51.93","26.64","All-Rounder","['Moves/Blaziken - Overheat.png', 'Moves/Blaziken - Fire Punch.png']","['Moves/Blaziken - Blaze Kick.png', 'Moves/Blaziken - Focus Blast.png']","Battle_Items/Eject Button.png","92.64","52.09"
"Blaziken","Pokemon/Blaziken.png","All","51.93","26.64","All-Rounder","['Moves/Blaziken - Overheat.png', 'Moves/Blaziken - Fire Punch.png']","['Moves/Blaziken - Blaze Kick.png', 'Moves/Blaziken - Focus Blast.png']","Battle_Items/Potion.png","2.3","50.72"
"Blaziken","Pokemon/Blaziken.png","All","51.93","26.64","All-Rounder","['Moves/Blaziken - Overheat.png', 'Moves/Blaziken - Fire Punch.png']","['Moves/Blaziken - Blaze Kick.png', 'Moves/Blaziken - Focus Blast.png']","Battle_Items/X Speed.png","1.91","48.35"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Safeguard","48.63","0.34","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Safeguard.png","Battle_Items/X Speed.png","69.22","52.41"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Safeguard","48.63","0.34","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Safeguard.png","Battle_Items/Potion.png","14.51","39.19"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Safeguard","48.63","0.34","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Safeguard.png","Battle_Items/Eject Button.png","8.43","39.53"
"Blissey","Pokemon/Blissey.png","Helping Hand/Safeguard","52.79","15.43","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Safeguard.png","Battle_Items/X Speed.png","75.16","52.93"
"Blissey","Pokemon/Blissey.png","Helping Hand/Safeguard","52.79","15.43","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Safeguard.png","Battle_Items/Potion.png","13.59","53.28"
"Blissey","Pokemon/Blissey.png","Helping Hand/Safeguard","52.79","15.43","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Safeguard.png","Battle_Items/Eject Button.png","5.41","52.74"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.3","10.72","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/X Speed.png","86.92","50.0"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.3","10.72","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Eject Button.png","5.61","45.59"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.3","10.72","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Potion.png","4.4","42.74"
"Blissey","Pokemon/Blissey.png","Helping Hand/Soft-Boiled","40.39","0.44","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/X Speed.png","60.97","41.69"
"Blissey","Pokemon/Blissey.png","Helping Hand/Soft-Boiled","40.39","0.44","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Potion.png","19.67","34.62"
"Blissey","Pokemon/Blissey.png","Helping Hand/Soft-Boiled","40.39","0.44","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Slow Smoke.png","10.29","42.65"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Superpower","51.59","0.78","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Superpower.png","Battle_Items/Eject Button.png","69.84","52.27"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Superpower","51.59","0.78","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Superpower.png","Battle_Items/X Speed.png","14.05","45.73"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Superpower","51.59","0.78","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Superpower.png","Battle_Items/Potion.png","6.86","56.25"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Leech Life","49.4","3.11","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Eject Button.png","51.27","48.95"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Leech Life","49.4","3.11","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Leech Life.png","Battle_Items/X Speed.png","26.65","50.49"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Leech Life","49.4","3.11","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Potion.png","11.06","52.54"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Leech Life","48.19","11.71","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Eject Button.png","61.36","49.39"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Leech Life","48.19","11.71","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Leech Life.png","Battle_Items/X Speed.png","21.58","46.43"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Leech Life","48.19","11.71","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Potion.png","8.59","44.59"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Superpower","48.99","7.98","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Superpower.png","Battle_Items/Eject Button.png","84.45","49.9"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Superpower","48.99","7.98","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Superpower.png","Battle_Items/X Speed.png","9.36","43.31"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Superpower","48.99","7.98","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Superpower.png","Battle_Items/Full Heal.png","3.06","46.43"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","50.97","4.73","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/X Attack.png","34.52","55.37"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","50.97","4.73","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/Eject Button.png","28.65","50.0"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","50.97","4.73","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/X Speed.png","14.75","46.01"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.31","3.93","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/Eject Button.png","42.2","48.85"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.31","3.93","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/X Attack.png","30.39","50.84"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.31","3.93","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/Full Heal.png","10.97","50.93"
"Ceruledge","Pokemon/Ceruledge.png","Bitter Blade/Phantom Force","45.69","1.64","All-Rounder","Moves/Ceruledge - Bitter Blade.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/Eject Button.png","51.98","46.93"
"Ceruledge","Pokemon/Ceruledge.png","Bitter Blade/Phantom Force","45.69","1.64","All-Rounder","Moves/Ceruledge - Bitter Blade.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/X Attack.png","18.8","47.17"
"Ceruledge","Pokemon/Ceruledge.png","Bitter Blade/Phantom Force","45.69","1.64","All-Rounder","Moves/Ceruledge - Bitter Blade.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/X Speed.png","10.75","46.01"
"Ceruledge","Pokemon/Ceruledge.png","Bitter Blade/Flame Charge","45.83","0.16","All-Rounder","Moves/Ceruledge - Bitter Blade.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/X Speed.png","30.42","57.53"
"Ceruledge","Pokemon/Ceruledge.png","Bitter Blade/Flame Charge","45.83","0.16","All-Rounder","Moves/Ceruledge - Bitter Blade.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/Eject Button.png","26.67","40.63"
"Ceruledge","Pokemon/Ceruledge.png","Bitter Blade/Flame Charge","45.83","0.16","All-Rounder","Moves/Ceruledge - Bitter Blade.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/X Attack.png","19.17","47.83"
"Chandelure","Pokemon/Chandelure.png","Overheat/Imprison","47.09","1.43","Attacker","Moves/Chandelure - Overheat.png","Moves/Chandelure - Imprison.png","Battle_Items/Eject Button.png","75.59","47.27"
"Chandelure","Pokemon/Chandelure.png","Overheat/Imprison","47.09","1.43","Attacker","Moves/Chandelure - Overheat.png","Moves/Chandelure - Imprison.png","Battle_Items/X Speed.png","20.47","46.33"
"Chandelure","Pokemon/Chandelure.png","Overheat/Imprison","47.09","1.43","Attacker","Moves/Chandelure - Overheat.png","Moves/Chandelure - Imprison.png","Battle_Items/Shedinja Doll.png","1.64","68.57"
"Chandelure","Pokemon/Chandelure.png","Flamethrower/Poltergeist","47.57","1.27","Attacker","Moves/Chandelure - Flamethrower.png","Moves/Chandelure - Poltergeist.png","Battle_Items/Eject Button.png","67.09","50.24"
"Chandelure","Pokemon/Chandelure.png","Flamethrower/Poltergeist","47.57","1.27","Attacker","Moves/Chandelure - Flamethrower.png","Moves/Chandelure - Poltergeist.png","Battle_Items/X Speed.png","27.74","42.97"
"Chandelure","Pokemon/Chandelure.png","Flamethrower/Poltergeist","47.57","1.27","Attacker","Moves/Chandelure - Flamethrower.png","Moves/Chandelure - Poltergeist.png","Battle_Items/Potion.png","2.74","40.38"
