"Name","Pokemon","Move Set","Win Rate","Pick Rate","Role","Move 1","Move 2","Battle Item","Pick Rate","Win Rate"
"Aegislash","Pokemon/Aegislash.png","Sacred Sword/Wide Guard","50.17","9.62","All-Rounder","Moves/Aegislash - Sacred Sword.png","Moves/Aegislash - Wide Guard.png","Battle_Items/Eject Button.png","11.08","46.84"
"Aegislash","Pokemon/Aegislash.png","Shadow Claw/Wide Guard","49.98","5.94","All-Rounder","Moves/Aegislash - Shadow Claw.png","Moves/Aegislash - Wide Guard.png","Battle_Items/Potion.png","49.68","49.3"
"Aegislash","Pokemon/Aegislash.png","Shadow Claw/Wide Guard","49.98","5.94","All-Rounder","Moves/Aegislash - Shadow Claw.png","Moves/Aegislash - Wide Guard.png","Battle_Items/Full Heal.png","18.4","52.9"
"Aegislash","Pokemon/Aegislash.png","Shadow Claw/Wide Guard","49.98","5.94","All-Rounder","Moves/Aegislash - Shadow Claw.png","Moves/Aegislash - Wide Guard.png","Battle_Items/Eject Button.png","16.7","51.32"
"Aegislash","Pokemon/Aegislash.png","Shadow Claw/Iron Head","51.87","0.59","All-Rounder","Moves/Aegislash - Shadow Claw.png","Moves/Aegislash - Iron Head.png","Battle_Items/Potion.png","38.46","53.59"
"Aegislash","Pokemon/Aegislash.png","Shadow Claw/Iron Head","51.87","0.59","All-Rounder","Moves/Aegislash - Shadow Claw.png","Moves/Aegislash - Iron Head.png","Battle_Items/X Attack.png","23.87","54.55"
"Aegislash","Pokemon/Aegislash.png","Shadow Claw/Iron Head","51.87","0.59","All-Rounder","Moves/Aegislash - Shadow Claw.png","Moves/Aegislash - Iron Head.png","Battle_Items/Eject Button.png","13.51","37.23"
"Aegislash","Pokemon/Aegislash.png","Sacred Sword/Iron Head","46.05","0.17","All-Rounder","Moves/Aegislash - Sacred Sword.png","Moves/Aegislash - Iron Head.png","Battle_Items/Potion.png","44.67","43.85"
"Aegislash","Pokemon/Aegislash.png","Sacred Sword/Iron Head","46.05","0.17","All-Rounder","Moves/Aegislash - Sacred Sword.png","Moves/Aegislash - Iron Head.png","Battle_Items/X Speed.png","15.46","37.78"
"Aegislash","Pokemon/Aegislash.png","Sacred Sword/Iron Head","46.05","0.17","All-Rounder","Moves/Aegislash - Sacred Sword.png","Moves/Aegislash - Iron Head.png","Battle_Items/Eject Button.png","12.71","45.95"
"Alcremie","Pokemon/Alcremie.png","Decorate/Dazzling Gleam","49.09","6.92","Supporter","Moves/Alcremie - Decorate.png","Moves/Alcremie - Dazzling Gleam.png","Battle_Items/X Speed.png","62.16","49.11"
"Alcremie","Pokemon/Alcremie.png","Decorate/Dazzling Gleam","49.09","6.92","Supporter","Moves/Alcremie - Decorate.png","Moves/Alcremie - Dazzling Gleam.png","Battle_Items/Eject Button.png","18.61","48.87"
"Alcremie","Pokemon/Alcremie.png","Decorate/Dazzling Gleam","49.09","6.92","Supporter","Moves/Alcremie - Decorate.png","Moves/Alcremie - Dazzling Gleam.png","Battle_Items/Potion.png","15.57","49.97"
"Alcremie","Pokemon/Alcremie.png","Recover/Sweet Scent","45.44","2.75","Supporter","Moves/Alcremie - Recover.png","Moves/Alcremie - Sweet Scent.png","Battle_Items/X Speed.png","60.93","46.11"
"Alcremie","Pokemon/Alcremie.png","Recover/Sweet Scent","45.44","2.75","Supporter","Moves/Alcremie - Recover.png","Moves/Alcremie - Sweet Scent.png","Battle_Items/Eject Button.png","21.75","46.21"
"Alcremie","Pokemon/Alcremie.png","Recover/Sweet Scent","45.44","2.75","Supporter","Moves/Alcremie - Recover.png","Moves/Alcremie - Sweet Scent.png","Battle_Items/Potion.png","12.74","42.69"
"Alcremie","Pokemon/Alcremie.png","Decorate/Sweet Scent","46.56","1.61","Supporter","Moves/Alcremie - Decorate.png","Moves/Alcremie - Sweet Scent.png","Battle_Items/X Speed.png","62.7","48.22"
"Alcremie","Pokemon/Alcremie.png","Decorate/Sweet Scent","46.56","1.61","Supporter","Moves/Alcremie - Decorate.png","Moves/Alcremie - Sweet Scent.png","Battle_Items/Eject Button.png","16.72","46.12"
"Alcremie","Pokemon/Alcremie.png","Decorate/Sweet Scent","46.56","1.61","Supporter","Moves/Alcremie - Decorate.png","Moves/Alcremie - Sweet Scent.png","Battle_Items/Potion.png","15.64","41.47"
"Alcremie","Pokemon/Alcremie.png","Recover/Dazzling Gleam","46.22","0.5","Supporter","Moves/Alcremie - Recover.png","Moves/Alcremie - Dazzling Gleam.png","Battle_Items/X Speed.png","59.02","47.53"
"Alcremie","Pokemon/Alcremie.png","Recover/Dazzling Gleam","46.22","0.5","Supporter","Moves/Alcremie - Recover.png","Moves/Alcremie - Dazzling Gleam.png","Battle_Items/Eject Button.png","20.02","44.77"
"Alcremie","Pokemon/Alcremie.png","Recover/Dazzling Gleam","46.22","0.5","Supporter","Moves/Alcremie - Recover.png","Moves/Alcremie - Dazzling Gleam.png","Battle_Items/Potion.png","15.83","44.12"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Dazzling Gleam/Blizzard","44.32","0.59","Attacker","Moves/Alolan Ninetales - Dazzling Gleam.png","Moves/Alolan Ninetales - Blizzard.png","Battle_Items/Eject Button.png","39.43","46.9"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Dazzling Gleam/Blizzard","44.32","0.59","Attacker","Moves/Alolan Ninetales - Dazzling Gleam.png","Moves/Alolan Ninetales - Blizzard.png","Battle_Items/X Speed.png","36.3","43.13"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Dazzling Gleam/Blizzard","44.32","0.59","Attacker","Moves/Alolan Ninetales - Dazzling Gleam.png","Moves/Alolan Ninetales - Blizzard.png","Battle_Items/Potion.png","13.41","36.5"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","45.66","0.46","Attacker","Moves/Alolan Ninetales - Avalanche.png","Moves/Alolan Ninetales - Aurora Veil.png","Battle_Items/Eject Button.png","36.6","47.42"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","45.66","0.46","Attacker","Moves/Alolan Ninetales - Avalanche.png","Moves/Alolan Ninetales - Aurora Veil.png","Battle_Items/X Speed.png","29.56","42.55"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","45.66","0.46","Attacker","Moves/Alolan Ninetales - Avalanche.png","Moves/Alolan Ninetales - Aurora Veil.png","Battle_Items/X Attack.png","17.11","46.32"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Avalanche/Blizzard","48.98","16.88","Attacker","Moves/Alolan Ninetales - Avalanche.png","Moves/Alolan Ninetales - Blizzard.png","Battle_Items/Eject Button.png","61.15","50.19"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Avalanche/Blizzard","48.98","16.88","Attacker","Moves/Alolan Ninetales - Avalanche.png","Moves/Alolan Ninetales - Blizzard.png","Battle_Items/X Speed.png","25.99","47.69"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Avalanche/Blizzard","48.98","16.88","Attacker","Moves/Alolan Ninetales - Avalanche.png","Moves/Alolan Ninetales - Blizzard.png","Battle_Items/Potion.png","7.07","44.2"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Dazzling Gleam/Aurora Veil","52.94","2.82","Attacker","Moves/Alolan Ninetales - Dazzling Gleam.png","Moves/Alolan Ninetales - Aurora Veil.png","Battle_Items/Eject Button.png","57.82","52.93"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Dazzling Gleam/Aurora Veil","52.94","2.82","Attacker","Moves/Alolan Ninetales - Dazzling Gleam.png","Moves/Alolan Ninetales - Aurora Veil.png","Battle_Items/X Attack.png","20.61","55.91"
"Alolan Ninetales","Pokemon/Alolan Ninetales.png","Dazzling Gleam/Aurora Veil","52.94","2.82","Attacker","Moves/Alolan Ninetales - Dazzling Gleam.png","Moves/Alolan Ninetales - Aurora Veil.png","Battle_Items/X Speed.png","13.96","50.44"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Psychic","49.27","6.32","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Psychic.png","Battle_Items/Eject Button.png","45.98","50.75"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Psychic","49.27","6.32","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Psychic.png","Battle_Items/X Speed.png","26.36","47.96"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Psychic","49.27","6.32","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Psychic.png","Battle_Items/X Attack.png","20.5","48.88"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","46.62","2.88","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/Eject Button.png","43.59","47.54"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","46.62","2.88","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/X Speed.png","26.55","44.86"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","46.62","2.88","Attacker","Moves/Alolan Raichu - Stored Power.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/X Attack.png","20.62","46.57"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Electro Ball/Thunderbolt","51.04","2.63","Attacker","Moves/Alolan Raichu - Electro Ball.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/Eject Button.png","69.23","53.07"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Electro Ball/Thunderbolt","51.04","2.63","Attacker","Moves/Alolan Raichu - Electro Ball.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/X Speed.png","16.67","46.35"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Electro Ball/Thunderbolt","51.04","2.63","Attacker","Moves/Alolan Raichu - Electro Ball.png","Moves/Alolan Raichu - Thunderbolt.png","Battle_Items/X Attack.png","7.72","50.43"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Electro Ball/Psychic","48.08","0.58","Attacker","Moves/Alolan Raichu - Electro Ball.png","Moves/Alolan Raichu - Psychic.png","Battle_Items/Eject Button.png","48.69","51.45"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Electro Ball/Psychic","48.08","0.58","Attacker","Moves/Alolan Raichu - Electro Ball.png","Moves/Alolan Raichu - Psychic.png","Battle_Items/X Speed.png","30.1","47.65"
"Alolan Raichu","Pokemon/Alolan Raichu.png","Electro Ball/Psychic","48.08","0.58","Attacker","Moves/Alolan Raichu - Electro Ball.png","Moves/Alolan Raichu - Psychic.png","Battle_Items/X Attack.png","12.73","38.89"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Flame Charge","48.84","1.06","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Flame Charge.png","Battle_Items/X Speed.png","44.77","50.12"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Flame Charge","48.84","1.06","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Flame Charge.png","Battle_Items/Eject Button.png","18.59","44.97"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Flame Charge","48.84","1.06","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Flame Charge.png","Battle_Items/Potion.png","17.16","43.91"
"Armarouge","Pokemon/Armarouge.png","Armor Cannon/Psyshock","50.27","0.88","Attacker","Moves/Armarouge - Armor Cannon.png","Moves/Armarouge - Psyshock.png","Battle_Items/Eject Button.png","47.81","52.15"
"Armarouge","Pokemon/Armarouge.png","Armor Cannon/Psyshock","50.27","0.88","Attacker","Moves/Armarouge - Armor Cannon.png","Moves/Armarouge - Psyshock.png","Battle_Items/X Speed.png","39.59","48.41"
"Armarouge","Pokemon/Armarouge.png","Armor Cannon/Psyshock","50.27","0.88","Attacker","Moves/Armarouge - Armor Cannon.png","Moves/Armarouge - Psyshock.png","Battle_Items/Potion.png","4.64","45.71"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Psyshock","53.3","7.24","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Psyshock.png","Battle_Items/X Speed.png","42.34","52.57"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Psyshock","53.3","7.24","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Psyshock.png","Battle_Items/Potion.png","20.33","54.38"
"Armarouge","Pokemon/Armarouge.png","Fire Spin/Psyshock","53.3","7.24","Attacker","Moves/Armarouge - Fire Spin.png","Moves/Armarouge - Psyshock.png","Battle_Items/Full Heal.png","20.2","54.57"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Whirlpool","47.23","5.14","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Speed.png","50.45","47.88"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Whirlpool","47.23","5.14","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Attack.png","17.22","48.72"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Whirlpool","47.23","5.14","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Whirlpool.png","Battle_Items/Potion.png","16.09","45.75"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Aqua Tail","50.23","4.47","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/X Speed.png","75.95","50.91"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Aqua Tail","50.23","4.47","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/X Attack.png","6.44","47.27"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Aqua Tail","50.23","4.47","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/Eject Button.png","6.39","43.79"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Aqua Tail","40.67","0.4","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/X Speed.png","54.52","40.37"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Aqua Tail","40.67","0.4","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/Potion.png","15.74","37.04"
"Azumarill","Pokemon/Azumarill.png","Play Rough/Aqua Tail","40.67","0.4","All-Rounder","Moves/Azumarill - Play Rough.png","Moves/Azumarill - Aqua Tail.png","Battle_Items/Eject Button.png","11.95","43.9"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Whirlpool","44.97","0.36","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Speed.png","46.59","46.69"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Whirlpool","44.97","0.36","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Whirlpool.png","Battle_Items/X Attack.png","20.94","48.06"
"Azumarill","Pokemon/Azumarill.png","Water Pulse/Whirlpool","44.97","0.36","All-Rounder","Moves/Azumarill - Water Pulse.png","Moves/Azumarill - Whirlpool.png","Battle_Items/Potion.png","18.51","36.84"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Surf","49.09","14.88","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Surf.png","Battle_Items/Eject Button.png","67.56","49.93"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Surf","49.09","14.88","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Surf.png","Battle_Items/Potion.png","16.33","48.53"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Surf","49.09","14.88","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Surf.png","Battle_Items/X Speed.png","13.12","46.66"
"Blastoise","Pokemon/Blastoise.png","Water Spout/Rapid Spin","50.23","1.39","Defender","Moves/Blastoise - Water Spout.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Eject Button.png","65.7","51.11"
"Blastoise","Pokemon/Blastoise.png","Water Spout/Rapid Spin","50.23","1.39","Defender","Moves/Blastoise - Water Spout.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/X Speed.png","17.61","48.93"
"Blastoise","Pokemon/Blastoise.png","Water Spout/Rapid Spin","50.23","1.39","Defender","Moves/Blastoise - Water Spout.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Potion.png","13.51","47.06"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.94","1.32","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Eject Button.png","81.63","52.78"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.94","1.32","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/X Speed.png","8.02","48.9"
"Blastoise","Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.94","1.32","Defender","Moves/Blastoise - Hydro Pump.png","Moves/Blastoise - Rapid Spin.png","Battle_Items/Potion.png","7.71","49.14"
"Blaziken","Pokemon/Blaziken.png","All","54.35","32.64","All-Rounder","['Moves/Blaziken - Overheat.png', 'Moves/Blaziken - Fire Punch.png']","['Moves/Blaziken - Blaze Kick.png', 'Moves/Blaziken - Focus Blast.png']","Battle_Items/Eject Button.png","94.29","54.46"
"Blaziken","Pokemon/Blaziken.png","All","54.35","32.64","All-Rounder","['Moves/Blaziken - Overheat.png', 'Moves/Blaziken - Fire Punch.png']","['Moves/Blaziken - Blaze Kick.png', 'Moves/Blaziken - Focus Blast.png']","Battle_Items/Potion.png","1.98","54.34"
"Blaziken","Pokemon/Blaziken.png","All","54.35","32.64","All-Rounder","['Moves/Blaziken - Overheat.png', 'Moves/Blaziken - Fire Punch.png']","['Moves/Blaziken - Blaze Kick.png', 'Moves/Blaziken - Focus Blast.png']","Battle_Items/X Speed.png","1.31","48.83"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Safeguard","51.26","0.23","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Safeguard.png","Battle_Items/X Speed.png","74.24","55.1"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Safeguard","51.26","0.23","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Safeguard.png","Battle_Items/Potion.png","14.14","26.79"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Safeguard","51.26","0.23","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Safeguard.png","Battle_Items/Slow Smoke.png","5.3","61.9"
"Blissey","Pokemon/Blissey.png","Helping Hand/Soft-Boiled","44.11","0.31","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/X Speed.png","64.86","42.65"
"Blissey","Pokemon/Blissey.png","Helping Hand/Soft-Boiled","44.11","0.31","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Potion.png","18.32","42.86"
"Blissey","Pokemon/Blissey.png","Helping Hand/Soft-Boiled","44.11","0.31","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Slow Smoke.png","8.04","53.49"
"Blissey","Pokemon/Blissey.png","Helping Hand/Safeguard","53.45","11.07","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Safeguard.png","Battle_Items/X Speed.png","74.85","53.73"
"Blissey","Pokemon/Blissey.png","Helping Hand/Safeguard","53.45","11.07","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Safeguard.png","Battle_Items/Potion.png","14.06","51.61"
"Blissey","Pokemon/Blissey.png","Helping Hand/Safeguard","53.45","11.07","Supporter","Moves/Blissey - Helping Hand.png","Moves/Blissey - Safeguard.png","Battle_Items/Eject Button.png","5.05","57.9"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.48","8.92","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/X Speed.png","85.81","49.75"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.48","8.92","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Eject Button.png","6.0","48.75"
"Blissey","Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.48","8.92","Supporter","Moves/Blissey - Egg Bomb.png","Moves/Blissey - Soft-Boiled.png","Battle_Items/Potion.png","5.37","47.63"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Leech Life","47.17","8.43","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Eject Button.png","58.33","48.16"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Leech Life","47.17","8.43","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Leech Life.png","Battle_Items/X Speed.png","23.76","46.57"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Leech Life","47.17","8.43","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Potion.png","8.82","44.41"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Superpower","49.62","7.32","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Superpower.png","Battle_Items/Eject Button.png","83.0","50.51"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Superpower","49.62","7.32","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Superpower.png","Battle_Items/X Speed.png","9.85","43.42"
"Buzzwole","Pokemon/Buzzwole.png","Smack Down/Superpower","49.62","7.32","All-Rounder","Moves/Buzzwole - Smack Down.png","Moves/Buzzwole - Superpower.png","Battle_Items/Full Heal.png","3.32","49.04"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Leech Life","49.55","2.57","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Eject Button.png","51.97","51.57"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Leech Life","49.55","2.57","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Leech Life.png","Battle_Items/X Speed.png","28.61","48.26"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Leech Life","49.55","2.57","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Leech Life.png","Battle_Items/Potion.png","9.89","50.34"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Superpower","52.84","0.68","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Superpower.png","Battle_Items/Eject Button.png","62.99","55.05"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Superpower","52.84","0.68","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Superpower.png","Battle_Items/X Speed.png","15.23","49.72"
"Buzzwole","Pokemon/Buzzwole.png","Lunge/Superpower","52.84","0.68","All-Rounder","Moves/Buzzwole - Lunge.png","Moves/Buzzwole - Superpower.png","Battle_Items/Full Heal.png","9.04","53.33"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","51.38","5.89","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/X Attack.png","39.05","54.75"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","51.38","5.89","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/Eject Button.png","30.12","51.34"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","51.38","5.89","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Flame Charge.png","Battle_Items/X Speed.png","12.34","44.72"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.4","4.12","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/Eject Button.png","39.61","50.87"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.4","4.12","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/X Attack.png","33.82","49.92"
"Ceruledge","Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.4","4.12","All-Rounder","Moves/Ceruledge - Psycho Cut.png","Moves/Ceruledge - Phantom Force.png","Battle_Items/Full Heal.png","10.28","51.03"
