"Name","Pokemon","Move Set","Win Rate","Pick Rate","Role","Move 1","Move 2","Battle Item","Pick Rate","Win Rate"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","48.32","0.22","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/Eject Button.png","44.04","43.75"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","48.32","0.22","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/X Attack.png","22.02","45.83"
"Alolan Ninetales","images/Pokemon/Alolan Ninetales.png","Avalanche/Aurora Veil","48.32","0.22","Attacker","images/Moves/Alolan Ninetales - Avalanche.png","images/Moves/Alolan Ninetales - Aurora Veil.png","images/Battle_Items/X Speed.png","20.8","51.47"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Electro Ball/Thunderbolt","51.98","4.04","Attacker","images/Moves/Alolan Raichu - Electro Ball.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/Eject Button.png","68.29","53.49"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Electro Ball/Thunderbolt","51.98","4.04","Attacker","images/Moves/Alolan Raichu - Electro Ball.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/X Speed.png","18.67","48.84"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Electro Ball/Thunderbolt","51.98","4.04","Attacker","images/Moves/Alolan Raichu - Electro Ball.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/X Attack.png","6.06","45.48"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Electro Ball/Psychic","49.58","0.95","Attacker","images/Moves/Alolan Raichu - Electro Ball.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/Eject Button.png","56.5","51.75"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Electro Ball/Psychic","49.58","0.95","Attacker","images/Moves/Alolan Raichu - Electro Ball.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/X Speed.png","24.08","48.39"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Electro Ball/Psychic","49.58","0.95","Attacker","images/Moves/Alolan Raichu - Electro Ball.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/X Attack.png","8.69","37.4"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Psychic","52.02","13.99","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/Eject Button.png","47.33","53.97"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Psychic","52.02","13.99","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/X Speed.png","24.37","49.99"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Psychic","52.02","13.99","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Psychic.png","images/Battle_Items/X Attack.png","20.76","51.68"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","48.37","7.41","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/Eject Button.png","45.04","48.82"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","48.37","7.41","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/X Speed.png","23.54","47.38"
"Alolan Raichu","images/Pokemon/Alolan Raichu.png","Stored Power/Thunderbolt","48.37","7.41","Attacker","images/Moves/Alolan Raichu - Stored Power.png","images/Moves/Alolan Raichu - Thunderbolt.png","images/Battle_Items/X Attack.png","20.6","49.69"
"Armarouge","images/Pokemon/Armarouge.png","Fire Spin/Psyshock","53.65","5.96","Attacker","images/Moves/Armarouge - Fire Spin.png","images/Moves/Armarouge - Psyshock.png","images/Battle_Items/X Speed.png","41.66","53.98"
"Armarouge","images/Pokemon/Armarouge.png","Fire Spin/Psyshock","53.65","5.96","Attacker","images/Moves/Armarouge - Fire Spin.png","images/Moves/Armarouge - Psyshock.png","images/Battle_Items/Potion.png","21.56","51.94"
"Armarouge","images/Pokemon/Armarouge.png","Fire Spin/Psyshock","53.65","5.96","Attacker","images/Moves/Armarouge - Fire Spin.png","images/Moves/Armarouge - Psyshock.png","images/Battle_Items/Full Heal.png","20.29","55.92"
"Armarouge","images/Pokemon/Armarouge.png","Armor Cannon/Psyshock","51.36","1.26","Attacker","images/Moves/Armarouge - Armor Cannon.png","images/Moves/Armarouge - Psyshock.png","images/Battle_Items/Eject Button.png","52.58","53.19"
"Armarouge","images/Pokemon/Armarouge.png","Armor Cannon/Psyshock","51.36","1.26","Attacker","images/Moves/Armarouge - Armor Cannon.png","images/Moves/Armarouge - Psyshock.png","images/Battle_Items/X Speed.png","35.91","49.85"
"Armarouge","images/Pokemon/Armarouge.png","Armor Cannon/Psyshock","51.36","1.26","Attacker","images/Moves/Armarouge - Armor Cannon.png","images/Moves/Armarouge - Psyshock.png","images/Battle_Items/Potion.png","4.1","40.26"
"Armarouge","images/Pokemon/Armarouge.png","Fire Spin/Flame Charge","46.97","1.11","Attacker","images/Moves/Armarouge - Fire Spin.png","images/Moves/Armarouge - Flame Charge.png","images/Battle_Items/X Speed.png","43.27","48.46"
"Armarouge","images/Pokemon/Armarouge.png","Fire Spin/Flame Charge","46.97","1.11","Attacker","images/Moves/Armarouge - Fire Spin.png","images/Moves/Armarouge - Flame Charge.png","images/Battle_Items/Potion.png","22.85","45.89"
"Armarouge","images/Pokemon/Armarouge.png","Fire Spin/Flame Charge","46.97","1.11","Attacker","images/Moves/Armarouge - Fire Spin.png","images/Moves/Armarouge - Flame Charge.png","images/Battle_Items/Eject Button.png","18.24","45.85"
"Azumarill","images/Pokemon/Azumarill.png","Water Pulse/Whirlpool","45.95","0.33","All-Rounder","images/Moves/Azumarill - Water Pulse.png","images/Moves/Azumarill - Whirlpool.png","images/Battle_Items/X Speed.png","34.01","40.48"
"Azumarill","images/Pokemon/Azumarill.png","Water Pulse/Whirlpool","45.95","0.33","All-Rounder","images/Moves/Azumarill - Water Pulse.png","images/Moves/Azumarill - Whirlpool.png","images/Battle_Items/X Attack.png","27.94","52.17"
"Azumarill","images/Pokemon/Azumarill.png","Water Pulse/Whirlpool","45.95","0.33","All-Rounder","images/Moves/Azumarill - Water Pulse.png","images/Moves/Azumarill - Whirlpool.png","images/Battle_Items/Potion.png","24.49","49.59"
"Azumarill","images/Pokemon/Azumarill.png","Play Rough/Aqua Tail","41.96","0.31","All-Rounder","images/Moves/Azumarill - Play Rough.png","images/Moves/Azumarill - Aqua Tail.png","images/Battle_Items/X Speed.png","38.48","36.72"
"Azumarill","images/Pokemon/Azumarill.png","Play Rough/Aqua Tail","41.96","0.31","All-Rounder","images/Moves/Azumarill - Play Rough.png","images/Moves/Azumarill - Aqua Tail.png","images/Battle_Items/Potion.png","28.26","43.85"
"Azumarill","images/Pokemon/Azumarill.png","Play Rough/Aqua Tail","41.96","0.31","All-Rounder","images/Moves/Azumarill - Play Rough.png","images/Moves/Azumarill - Aqua Tail.png","images/Battle_Items/X Attack.png","13.26","50.82"
"Azumarill","images/Pokemon/Azumarill.png","Play Rough/Whirlpool","47.45","5.03","All-Rounder","images/Moves/Azumarill - Play Rough.png","images/Moves/Azumarill - Whirlpool.png","images/Battle_Items/X Speed.png","48.49","46.82"
"Azumarill","images/Pokemon/Azumarill.png","Play Rough/Whirlpool","47.45","5.03","All-Rounder","images/Moves/Azumarill - Play Rough.png","images/Moves/Azumarill - Whirlpool.png","images/Battle_Items/X Attack.png","19.15","50.63"
"Azumarill","images/Pokemon/Azumarill.png","Play Rough/Whirlpool","47.45","5.03","All-Rounder","images/Moves/Azumarill - Play Rough.png","images/Moves/Azumarill - Whirlpool.png","images/Battle_Items/Potion.png","17.67","46.26"
"Azumarill","images/Pokemon/Azumarill.png","Water Pulse/Aqua Tail","49.81","2.46","All-Rounder","images/Moves/Azumarill - Water Pulse.png","images/Moves/Azumarill - Aqua Tail.png","images/Battle_Items/X Speed.png","74.47","50.94"
"Azumarill","images/Pokemon/Azumarill.png","Water Pulse/Aqua Tail","49.81","2.46","All-Rounder","images/Moves/Azumarill - Water Pulse.png","images/Moves/Azumarill - Aqua Tail.png","images/Battle_Items/X Attack.png","7.4","44.65"
"Azumarill","images/Pokemon/Azumarill.png","Water Pulse/Aqua Tail","49.81","2.46","All-Rounder","images/Moves/Azumarill - Water Pulse.png","images/Moves/Azumarill - Aqua Tail.png","images/Battle_Items/Eject Button.png","6.12","44.64"
"Blastoise","images/Pokemon/Blastoise.png","Hydro Pump/Surf","49.25","17.68","Defender","images/Moves/Blastoise - Hydro Pump.png","images/Moves/Blastoise - Surf.png","images/Battle_Items/Eject Button.png","63.75","50.3"
"Blastoise","images/Pokemon/Blastoise.png","Hydro Pump/Surf","49.25","17.68","Defender","images/Moves/Blastoise - Hydro Pump.png","images/Moves/Blastoise - Surf.png","images/Battle_Items/Potion.png","17.91","47.81"
"Blastoise","images/Pokemon/Blastoise.png","Hydro Pump/Surf","49.25","17.68","Defender","images/Moves/Blastoise - Hydro Pump.png","images/Moves/Blastoise - Surf.png","images/Battle_Items/X Speed.png","14.67","47.64"
"Blastoise","images/Pokemon/Blastoise.png","Water Spout/Rapid Spin","49.73","4.42","Defender","images/Moves/Blastoise - Water Spout.png","images/Moves/Blastoise - Rapid Spin.png","images/Battle_Items/Eject Button.png","71.36","50.35"
"Blastoise","images/Pokemon/Blastoise.png","Water Spout/Rapid Spin","49.73","4.42","Defender","images/Moves/Blastoise - Water Spout.png","images/Moves/Blastoise - Rapid Spin.png","images/Battle_Items/X Speed.png","14.57","48.7"
"Blastoise","images/Pokemon/Blastoise.png","Water Spout/Rapid Spin","49.73","4.42","Defender","images/Moves/Blastoise - Water Spout.png","images/Moves/Blastoise - Rapid Spin.png","images/Battle_Items/Potion.png","10.71","47.66"
"Blastoise","images/Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.9","2.12","Defender","images/Moves/Blastoise - Hydro Pump.png","images/Moves/Blastoise - Rapid Spin.png","images/Battle_Items/Eject Button.png","74.15","53.71"
"Blastoise","images/Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.9","2.12","Defender","images/Moves/Blastoise - Hydro Pump.png","images/Moves/Blastoise - Rapid Spin.png","images/Battle_Items/X Speed.png","12.33","48.21"
"Blastoise","images/Pokemon/Blastoise.png","Hydro Pump/Rapid Spin","51.9","2.12","Defender","images/Moves/Blastoise - Hydro Pump.png","images/Moves/Blastoise - Rapid Spin.png","images/Battle_Items/Potion.png","11.54","46.03"
"Blaziken","images/Pokemon/Blaziken.png","All","51.93","26.64","All-Rounder","['images/Moves/Blaziken - Overheat.png', 'images/Moves/Blaziken - Fire Punch.png']","['images/Moves/Blaziken - Blaze Kick.png', 'images/Moves/Blaziken - Focus Blast.png']","images/Battle_Items/Eject Button.png","92.64","52.09"
"Blaziken","images/Pokemon/Blaziken.png","All","51.93","26.64","All-Rounder","['images/Moves/Blaziken - Overheat.png', 'images/Moves/Blaziken - Fire Punch.png']","['images/Moves/Blaziken - Blaze Kick.png', 'images/Moves/Blaziken - Focus Blast.png']","images/Battle_Items/Potion.png","2.3","50.72"
"Blaziken","images/Pokemon/Blaziken.png","All","51.93","26.64","All-Rounder","['images/Moves/Blaziken - Overheat.png', 'images/Moves/Blaziken - Fire Punch.png']","['images/Moves/Blaziken - Blaze Kick.png', 'images/Moves/Blaziken - Focus Blast.png']","images/Battle_Items/X Speed.png","1.91","48.35"
"Blissey","images/Pokemon/Blissey.png","Egg Bomb/Safeguard","48.63","0.34","Supporter","images/Moves/Blissey - Egg Bomb.png","images/Moves/Blissey - Safeguard.png","images/Battle_Items/X Speed.png","69.22","52.41"
"Blissey","images/Pokemon/Blissey.png","Egg Bomb/Safeguard","48.63","0.34","Supporter","images/Moves/Blissey - Egg Bomb.png","images/Moves/Blissey - Safeguard.png","images/Battle_Items/Potion.png","14.51","39.19"
"Blissey","images/Pokemon/Blissey.png","Egg Bomb/Safeguard","48.63","0.34","Supporter","images/Moves/Blissey - Egg Bomb.png","images/Moves/Blissey - Safeguard.png","images/Battle_Items/Eject Button.png","8.43","39.53"
"Blissey","images/Pokemon/Blissey.png","Helping Hand/Safeguard","52.79","15.43","Supporter","images/Moves/Blissey - Helping Hand.png","images/Moves/Blissey - Safeguard.png","images/Battle_Items/X Speed.png","75.16","52.93"
"Blissey","images/Pokemon/Blissey.png","Helping Hand/Safeguard","52.79","15.43","Supporter","images/Moves/Blissey - Helping Hand.png","images/Moves/Blissey - Safeguard.png","images/Battle_Items/Potion.png","13.59","53.28"
"Blissey","images/Pokemon/Blissey.png","Helping Hand/Safeguard","52.79","15.43","Supporter","images/Moves/Blissey - Helping Hand.png","images/Moves/Blissey - Safeguard.png","images/Battle_Items/Eject Button.png","5.41","52.74"
"Blissey","images/Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.3","10.72","Supporter","images/Moves/Blissey - Egg Bomb.png","images/Moves/Blissey - Soft-Boiled.png","images/Battle_Items/X Speed.png","86.92","50.0"
"Blissey","images/Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.3","10.72","Supporter","images/Moves/Blissey - Egg Bomb.png","images/Moves/Blissey - Soft-Boiled.png","images/Battle_Items/Eject Button.png","5.61","45.59"
"Blissey","images/Pokemon/Blissey.png","Egg Bomb/Soft-Boiled","49.3","10.72","Supporter","images/Moves/Blissey - Egg Bomb.png","images/Moves/Blissey - Soft-Boiled.png","images/Battle_Items/Potion.png","4.4","42.74"
"Blissey","images/Pokemon/Blissey.png","Helping Hand/Soft-Boiled","40.39","0.44","Supporter","images/Moves/Blissey - Helping Hand.png","images/Moves/Blissey - Soft-Boiled.png","images/Battle_Items/X Speed.png","60.97","41.69"
"Blissey","images/Pokemon/Blissey.png","Helping Hand/Soft-Boiled","40.39","0.44","Supporter","images/Moves/Blissey - Helping Hand.png","images/Moves/Blissey - Soft-Boiled.png","images/Battle_Items/Potion.png","19.67","34.62"
"Blissey","images/Pokemon/Blissey.png","Helping Hand/Soft-Boiled","40.39","0.44","Supporter","images/Moves/Blissey - Helping Hand.png","images/Moves/Blissey - Soft-Boiled.png","images/Battle_Items/Slow Smoke.png","10.29","42.65"
"Buzzwole","images/Pokemon/Buzzwole.png","Lunge/Superpower","51.59","0.78","All-Rounder","images/Moves/Buzzwole - Lunge.png","images/Moves/Buzzwole - Superpower.png","images/Battle_Items/Eject Button.png","69.84","52.27"
"Buzzwole","images/Pokemon/Buzzwole.png","Lunge/Superpower","51.59","0.78","All-Rounder","images/Moves/Buzzwole - Lunge.png","images/Moves/Buzzwole - Superpower.png","images/Battle_Items/X Speed.png","14.05","45.73"
"Buzzwole","images/Pokemon/Buzzwole.png","Lunge/Superpower","51.59","0.78","All-Rounder","images/Moves/Buzzwole - Lunge.png","images/Moves/Buzzwole - Superpower.png","images/Battle_Items/Potion.png","6.86","56.25"
"Buzzwole","images/Pokemon/Buzzwole.png","Lunge/Leech Life","49.4","3.11","All-Rounder","images/Moves/Buzzwole - Lunge.png","images/Moves/Buzzwole - Leech Life.png","images/Battle_Items/Eject Button.png","51.27","48.95"
"Buzzwole","images/Pokemon/Buzzwole.png","Lunge/Leech Life","49.4","3.11","All-Rounder","images/Moves/Buzzwole - Lunge.png","images/Moves/Buzzwole - Leech Life.png","images/Battle_Items/X Speed.png","26.65","50.49"
"Buzzwole","images/Pokemon/Buzzwole.png","Lunge/Leech Life","49.4","3.11","All-Rounder","images/Moves/Buzzwole - Lunge.png","images/Moves/Buzzwole - Leech Life.png","images/Battle_Items/Potion.png","11.06","52.54"
"Buzzwole","images/Pokemon/Buzzwole.png","Smack Down/Leech Life","48.19","11.71","All-Rounder","images/Moves/Buzzwole - Smack Down.png","images/Moves/Buzzwole - Leech Life.png","images/Battle_Items/Eject Button.png","61.36","49.39"
"Buzzwole","images/Pokemon/Buzzwole.png","Smack Down/Leech Life","48.19","11.71","All-Rounder","images/Moves/Buzzwole - Smack Down.png","images/Moves/Buzzwole - Leech Life.png","images/Battle_Items/X Speed.png","21.58","46.43"
"Buzzwole","images/Pokemon/Buzzwole.png","Smack Down/Leech Life","48.19","11.71","All-Rounder","images/Moves/Buzzwole - Smack Down.png","images/Moves/Buzzwole - Leech Life.png","images/Battle_Items/Potion.png","8.59","44.59"
"Buzzwole","images/Pokemon/Buzzwole.png","Smack Down/Superpower","48.99","7.98","All-Rounder","images/Moves/Buzzwole - Smack Down.png","images/Moves/Buzzwole - Superpower.png","images/Battle_Items/Eject Button.png","84.45","49.9"
"Buzzwole","images/Pokemon/Buzzwole.png","Smack Down/Superpower","48.99","7.98","All-Rounder","images/Moves/Buzzwole - Smack Down.png","images/Moves/Buzzwole - Superpower.png","images/Battle_Items/X Speed.png","9.36","43.31"
"Buzzwole","images/Pokemon/Buzzwole.png","Smack Down/Superpower","48.99","7.98","All-Rounder","images/Moves/Buzzwole - Smack Down.png","images/Moves/Buzzwole - Superpower.png","images/Battle_Items/Full Heal.png","3.06","46.43"
"Ceruledge","images/Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","50.97","4.73","All-Rounder","images/Moves/Ceruledge - Psycho Cut.png","images/Moves/Ceruledge - Flame Charge.png","images/Battle_Items/X Attack.png","34.52","55.37"
"Ceruledge","images/Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","50.97","4.73","All-Rounder","images/Moves/Ceruledge - Psycho Cut.png","images/Moves/Ceruledge - Flame Charge.png","images/Battle_Items/Eject Button.png","28.65","50.0"
"Ceruledge","images/Pokemon/Ceruledge.png","Psycho Cut/Flame Charge","50.97","4.73","All-Rounder","images/Moves/Ceruledge - Psycho Cut.png","images/Moves/Ceruledge - Flame Charge.png","images/Battle_Items/X Speed.png","14.75","46.01"
"Ceruledge","images/Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.31","3.93","All-Rounder","images/Moves/Ceruledge - Psycho Cut.png","images/Moves/Ceruledge - Phantom Force.png","images/Battle_Items/Eject Button.png","42.2","48.85"
"Ceruledge","images/Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.31","3.93","All-Rounder","images/Moves/Ceruledge - Psycho Cut.png","images/Moves/Ceruledge - Phantom Force.png","images/Battle_Items/X Attack.png","30.39","50.84"
"Ceruledge","images/Pokemon/Ceruledge.png","Psycho Cut/Phantom Force","49.31","3.93","All-Rounder","images/Moves/Ceruledge - Psycho Cut.png","images/Moves/Ceruledge - Phantom Force.png","images/Battle_Items/Full Heal.png","10.97","50.93"
"Ceruledge","images/Pokemon/Ceruledge.png","Bitter Blade/Phantom Force","45.69","1.64","All-Rounder","images/Moves/Ceruledge - Bitter Blade.png","images/Moves/Ceruledge - Phantom Force.png","images/Battle_Items/Eject Button.png","51.98","46.93"
"Ceruledge","images/Pokemon/Ceruledge.png","Bitter Blade/Phantom Force","45.69","1.64","All-Rounder","images/Moves/Ceruledge - Bitter Blade.png","images/Moves/Ceruledge - Phantom Force.png","images/Battle_Items/X Attack.png","18.8","47.17"
"Ceruledge","images/Pokemon/Ceruledge.png","Bitter Blade/Phantom Force","45.69","1.64","All-Rounder","images/Moves/Ceruledge - Bitter Blade.png","images/Moves/Ceruledge - Phantom Force.png","images/Battle_Items/X Speed.png","10.75","46.01"
